step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6972111553784861,0.37947276,0.6713374,
1,0.3147410358565737,0.47410358565737054,0.42287844,0.50084865,38
2,0.5856573705179283,0.3904382470119522,0.57465976,0.4567532,26
3,0.5418326693227091,0.350597609561753,0.558473,0.44519326,13
4,0.6454183266932271,0.38247011952191234,0.6200687,0.4575852,5
5,0.6892430278884463,0.38645418326693226,0.6565265,0.46140647,39
