cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,1119,136,7.549008008941569,0.062043968112048944
1,710,106,9.81339417242668,0.0690592806104203
2,1081,148,6.777786679228184,0.05487586699846601
3,863,130,8.484110377478572,0.0754371501617608
4,871,73,9.285941873981812,0.074246591596461
5,1557,141,7.053531945019712,0.05478179431834428
6,1171,127,8.55579417348417,0.07990346985123888
7,969,150,9.03133962274951,0.07140379473643894
8,945,146,7.32373067613632,0.06430290666206799
9,1025,99,9.555791624115734,0.07291865651200453
10,893,140,8.277762149776617,0.07867089471251001
11,1066,114,8.183009595853079,0.0644302976511656
12,1059,80,7.932601670705563,0.06464043780246691
13,663,130,7.33501368086802,0.03775197600167617
14,986,145,7.347232098028094,0.06093546343139892
15,1255,146,7.691750459557036,0.07683723723270974
16,1293,138,7.640994523351541,0.07612564429145213
17,1092,128,9.101771612307092,0.07430491255316538
18,1252,116,6.894348422559306,0.067266881656342
19,1149,86,8.350196277711369,0.07689534279447306
20,1140,130,7.925411810373005,0.08229473180938181
21,1760,136,7.659365645321933,0.07250833728096696
22,847,96,8.333772537136866,0.059754606965300286
23,501,39,9.27824801313663,0.07063713759005423
24,867,113,8.843434142406425,0.059592364706107584
25,1372,113,7.92212818906189,0.07569908887234786
26,979,86,8.76225125972292,0.07876622372433402
27,859,111,7.459805004532873,0.0611573242613822
28,1020,140,7.49664042930977,0.07622750226189104
29,1293,137,8.237173722865318,0.05655957227147829
30,1158,141,7.971639208637165,0.07580807542553833
31,963,94,7.112913527345112,0.06664275726920467
32,922,94,8.094712463738862,0.08023282711004223
33,993,141,8.128998372730052,0.0511983235677083
34,1314,149,7.286391408476111,0.06811736236061312
