step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.6205272,0.78180254,
1,0.9840637450199203,0.9043824701195219,0.81722313,0.7755188,34
2,0.9561752988047809,0.9243027888446215,0.7815335,0.776436,30
3,0.9601593625498008,0.900398406374502,0.78008544,0.75031686,29
4,0.9482071713147411,0.8884462151394422,0.7571857,0.7318723,14
5,0.9322709163346613,0.8645418326693227,0.7368045,0.7125728,16
