step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6972111553784861,0.37947276,0.6713374,
1,0.4262948207171315,0.5338645418326693,0.52109444,0.54286045,44
2,0.5737051792828686,0.4940239043824701,0.5792651,0.51601577,27
3,0.5856573705179283,0.44223107569721115,0.5595587,0.49429014,40
4,0.5657370517928287,0.3944223107569721,0.5621609,0.47050133,21
5,0.5617529880478087,0.3745019920318725,0.5492634,0.45402178,8
