step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6653386454183267,0.47370392,0.65435153,
1,0.5776892430278885,0.08366533864541832,0.611766,0.33595306,0
2,0.5976095617529881,0.07171314741035857,0.6116027,0.31597012,26
3,0.5856573705179283,0.06374501992031872,0.60860723,0.3119645,38
4,0.601593625498008,0.06374501992031872,0.61459464,0.31496486,31
5,0.5856573705179283,0.0796812749003984,0.6110947,0.30966115,8
