cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,1297,121,9.521884410493449,0.09313051610518709
1,896,114,9.376455053687096,0.13000667946679248
2,1231,157,8.283692486977596,0.05724278317535918
3,1203,157,8.9286255432186,0.09582751330393899
4,1330,151,9.050859523715829,0.05858535766601558
5,1734,150,8.531343147691421,0.058230005196084025
6,1333,145,9.038096468697253,0.09361038150773039
7,1040,115,7.935029737307475,0.051691645842332073
8,1097,127,10.221798110029974,0.15281642819928815
9,1926,135,9.55778572863879,0.12435549045772686
10,1674,155,8.496594326755337,0.08284417930612137
11,1468,141,9.057907876916412,0.09208232505444928
12,615,87,9.545437609664793,0.07131660275342983
13,1283,131,9.201811397995506,0.057422712271044396
14,1293,118,9.721334780820653,0.10218307129283878
15,1265,155,7.9996836032792045,0.0829208223244889
16,1189,135,8.901104422554035,0.05903661100677923
17,1110,141,8.344605667956241,0.04867376379064608
18,1623,151,8.779486108839842,0.0877129842084789
19,459,127,8.91156080034044,0.07748526114004627
