step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6653386454183267,0.47370392,0.65435153,
1,0.20318725099601595,0.3705179282868526,0.35636005,0.4177965,3
2,0.2868525896414343,0.22709163346613545,0.40305677,0.33070412,14
3,0.4103585657370518,0.13147410358565736,0.4828586,0.2861989,8
4,0.40239043824701193,0.14342629482071714,0.47396633,0.27838993,2
5,0.4103585657370518,0.1394422310756972,0.4809932,0.27216804,11
