step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.6205272,0.78180254,
1,0.9322709163346613,0.9203187250996016,0.7668071,0.7841281,5
2,0.9482071713147411,0.8844621513944223,0.7699563,0.7557165,14
3,0.9362549800796812,0.8406374501992032,0.75067616,0.72378,3
4,0.9402390438247012,0.8605577689243028,0.75136137,0.7103365,8
5,0.896414342629482,0.8247011952191236,0.7115224,0.6875547,18
