cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,1736,116,8.131441237465028,0.08068169316937841
1,2222,122,8.104008693506222,0.07742905809898612
2,2024,154,7.9234835291097285,0.07776125806122425
3,1412,149,7.708947470775745,0.060245208632169256
4,1717,147,7.3138602950507705,0.06360142773920943
5,2389,155,7.9387481834360525,0.07734479620747105
6,1820,152,7.255599875502534,0.047134703332251206
7,1394,126,8.962598521192925,0.060146777838511266
8,2040,136,8.389396118416506,0.06491312139174513
9,1326,129,8.389068807052452,0.061670775147404926
10,2476,150,7.1845940149273355,0.056102430685656485
11,1496,89,9.27114474327169,0.07405139545705862
12,1921,134,7.420723688472131,0.07176605454960688
13,1820,131,9.840451238181565,0.07484745402912513
14,2577,148,7.785966219992706,0.07268833845772849
15,1290,153,9.08962538482607,0.07299269151317976
16,2027,105,7.945553744550874,0.06739334949555507
17,2113,148,8.430270863662553,0.06678235784730126
18,1622,155,9.017285004203034,0.07332445278708645
19,1585,153,7.624123501100751,0.06793685094791252
