step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.6205272,0.78180254,
1,0.9760956175298805,0.900398406374502,0.80825824,0.77645,7
2,0.9322709163346613,0.900398406374502,0.7515939,0.7649474,18
3,0.9083665338645418,0.8804780876494024,0.7431358,0.73651195,12
4,0.9123505976095617,0.848605577689243,0.7487403,0.7156665,11
5,0.9322709163346613,0.8047808764940239,0.7503417,0.68317926,22
