cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,1103,145,9.446837596858726,0.06974239816259278
1,1508,116,9.760886587578042,0.07316674857304015
2,1365,106,7.877011868892572,0.08186480343996823
3,1352,153,7.42318421355366,0.06683648972821658
4,1388,128,9.124752281722143,0.08038123402884095
5,1087,142,8.18345507943751,0.04922357610090128
6,2001,151,7.114644013661733,0.05472599203023
7,1610,149,7.608162671142483,0.0719389850308436
8,1239,123,8.803633358518956,0.0610327024051891
9,1206,102,7.351079878324695,0.059185081848853065
10,1307,129,8.30002124015849,0.06301288852822991
11,1770,138,8.314680438930706,0.06207760525288555
12,1786,151,7.794907067150445,0.07483162618297479
13,1594,96,8.265951191616178,0.07970465082147041
14,1648,148,7.494182798758294,0.06776889551033094
15,1124,147,7.1155143424709495,0.04204421874891397
16,1532,111,8.153265094321329,0.07526989082754748
17,1183,84,9.23561300509881,0.07373391261870642
18,1337,150,8.043082130249525,0.08171072412803268
19,1585,144,7.4252564321933106,0.06548047231198861
20,1484,152,8.979284648625356,0.07431429479964018
21,1606,133,6.994779398254262,0.0649931421909356
22,2003,146,7.874887769006814,0.07267820269717494
23,1437,116,8.475348540288172,0.06504098126352373
24,1752,150,7.832978863694352,0.0765061683306411
