step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.5262961,0.82974076,
1,0.9322709163346613,0.9282868525896414,0.8309988,0.7330714,24
2,0.9362549800796812,0.9362549800796812,0.834414,0.7264712,28
3,0.9322709163346613,0.9442231075697212,0.8443668,0.73008347,23
4,0.9322709163346613,0.9362549800796812,0.8455643,0.7201972,19
5,0.9282868525896414,0.9402390438247012,0.8471918,0.7119618,11
