cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,838,141,7.675811458601303,0.09124415814165279
1,321,49,9.367743509952152,0.07011164014584546
2,730,109,8.668679634512287,0.05655447554914915
3,862,149,8.024483509240737,0.05968595712754673
4,767,107,8.946748216895113,0.09258806907524492
5,671,137,7.561174784971598,0.08340141989968035
6,581,109,8.940322793904762,0.08566995249762999
7,588,137,8.37121870079819,0.08647664388020829
8,442,101,8.271649776001322,0.06701228629409993
9,795,131,7.887199100758295,0.061188823771926554
10,787,145,7.982429477735274,0.08520553375593129
11,386,133,8.295522012858811,0.05265006623737549
12,568,105,8.931266927383316,0.09171070179469144
13,369,113,7.587022400160792,0.07846962533346034
14,509,126,8.52573644904116,0.09738741501843759
15,643,101,8.78877463274017,0.09333123167046857
16,727,146,7.647892662058834,0.055959567735086896
17,803,138,7.690602975942723,0.047964777774264444
18,459,77,9.275787841780254,0.10372017255795542
19,819,140,7.643262294331459,0.052114386552710494
20,654,105,7.279914601498058,0.05145032690205701
21,599,100,8.751721544536405,0.09373069724972931
22,681,136,8.046574747334843,0.08195319714875293
23,659,113,8.323477600340778,0.09021814603906837
24,503,153,8.8307480167442,0.47600205044149163
25,580,115,7.129244320145968,0.05338305111589099
26,331,125,8.19540101163697,0.06324051226013733
27,709,115,8.426154741279161,0.09237738691364923
28,604,141,8.184306507079016,0.05297182095761327
29,550,98,8.268448277386753,0.09203328219327055
30,450,135,8.447043584187826,0.09355044894748257
31,805,106,8.700476296940206,0.09776576735218113
32,440,59,8.499195091290908,0.09316609989513046
33,554,91,8.291605547447066,0.060170645317876345
34,350,42,9.386212926592146,0.08199713570731022
35,498,41,9.321059728722018,0.08679844193669202
36,337,130,8.936338704842134,0.0643730163574218
37,556,137,8.395943650238806,0.061020755081725594
38,529,124,9.2120876708869,0.05259123371318965
39,297,117,9.048565087495026,0.07660520919645673
