cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,414,91,9.058060097809575,0.06559725775234937
1,612,131,8.691934754645903,0.05932327345305795
2,469,69,9.568121396656483,0.09629984451001126
3,574,85,9.101539217221196,0.09196196366685604
4,278,106,8.845024988805648,0.09806837452401354
5,866,142,8.384915289647585,0.05892107833615623
6,584,112,8.120297103712003,0.045119305179543656
7,99,19,9.339648034837511,0.05668066005514122
8,443,78,8.319341844683576,0.06207190141182717
9,406,98,7.337671952881837,0.05008288792201447
10,823,141,8.042178003350555,0.08034488497209138
11,598,124,8.354828697383205,0.055096897393165985
12,450,125,8.261365784539116,0.09609429253472215
13,482,124,8.53354738065316,0.052678270458680426
14,246,149,9.869815190633139,0.8747394685822772
15,712,123,8.772091075275721,0.08981345208843097
16,573,73,9.632136749347467,0.08853460980959582
17,443,59,9.584513005499915,0.09628090955333833
18,380,130,9.39342367523595,0.07186487097489203
19,615,136,7.697143437610409,0.05513646195574501
20,253,11,8.551109922733232,0.06120577725497155
21,548,92,7.574114203453064,0.05184719336293906
22,531,105,8.454282995895701,0.10127568649033364
23,674,82,9.508953722718916,0.09564736476637836
24,240,65,8.64574274023374,0.05584642092386878
25,383,82,9.126580372802893,0.053552134541245064
26,498,110,8.890841967609513,0.08159368583954955
27,629,96,9.06427496908579,0.09266474591908654
28,528,100,9.129905721454909,0.09068033189484562
29,428,119,8.809164066181005,0.05082448620662507
30,345,113,8.51116670663806,0.07822240193684894
31,310,116,8.993997289288428,0.08968876254174012
32,802,136,8.046453702479527,0.09130312855404209
33,434,66,9.198938580701977,0.08185064957438522
34,662,125,8.938516678046604,0.0847526907560688
35,298,61,8.789091564664904,0.053246926941327564
36,582,114,7.642662364592667,0.056713399198866345
37,876,149,7.727447476561211,0.08208523493379213
38,554,117,9.58015831885355,0.09373665544530538
39,391,126,8.397314343610994,0.09459272613915636
40,480,91,9.039239209890365,0.07601044178009028
41,653,120,8.746008232578202,0.08998082206223673
42,281,10,9.476439603282888,0.09011876116443779
43,560,111,8.819638282060623,0.05592089380536757
44,448,126,7.807898472462382,0.053671249321528815
45,610,137,8.56853232540068,0.07907820529625059
46,501,76,8.756105828427982,0.0944780894144328
47,318,60,9.17581128174404,0.07226708850020878
48,597,99,8.554511849005618,0.08962791609005306
49,585,103,9.867013626424676,0.09451023982121388
