step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6972111553784861,0.37947276,0.6713374,
1,0.5139442231075697,0.545816733067729,0.5500323,0.5506264,29
2,0.5258964143426295,0.5179282868525896,0.51989776,0.5202855,20
3,0.5816733067729084,0.5139442231075697,0.55171305,0.5205319,7
4,0.6533864541832669,0.47808764940239046,0.61288667,0.5036277,28
5,0.6215139442231076,0.4541832669322709,0.5902331,0.48917547,22
