cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,1136,117,7.552311543427723,0.06604813522016494
1,940,138,9.647104079165358,0.0705419094004529
2,969,141,8.519781288347746,0.04757573902299403
3,783,42,9.471625867626829,0.07899953518181767
4,1280,116,7.840708123147488,0.0760714083909988
5,1350,150,8.500876852671306,0.07942572134512438
6,1222,125,9.219482753553875,0.07383585678575078
7,1125,139,7.343283999549018,0.04854219224717878
8,1874,136,8.12459965907395,0.06344356557221138
9,1441,123,8.612586636248766,0.07439577736679168
10,1116,114,9.058372557376876,0.07235140783385131
11,1008,94,8.940803952633388,0.06072983666071812
12,1231,110,7.70954489998465,0.072599561305476
13,1474,126,9.704668288638505,0.083062776231701
14,1386,121,7.872573596574528,0.06354880229735267
15,1610,138,8.344677183790976,0.06911764441069604
16,992,90,10.736917660120994,0.07855135010134785
17,1379,111,8.723236281081677,0.07958651038509416
18,1130,98,9.816530849659337,0.07696907246007323
19,1234,143,9.28787232063578,0.07410532612854692
20,1196,147,7.912393508148831,0.0703881528465245
21,1149,131,8.996255535577255,0.061463278827717
22,1532,150,8.656042415852957,0.0797012144840728
23,1129,132,8.208505554891879,0.055780469896098556
24,1250,150,7.676432833480835,0.06155219116210933
25,1737,145,8.209127448932426,0.07267865107947538
26,1719,142,7.493946054912432,0.05918823916805279
27,1492,107,9.8431053720914,0.07891339463139342
28,972,106,10.422094687512873,0.07235018019813565
29,889,133,10.182833706970559,0.07377473039487613
