step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6653386454183267,0.47370392,0.65435153,
1,0.5856573705179283,0.08366533864541832,0.6225792,0.33288327,17
2,0.5936254980079682,0.06772908366533864,0.6168152,0.3168184,28
3,0.6175298804780877,0.06374501992031872,0.62040484,0.30540678,19
4,0.5896414342629482,0.07171314741035857,0.6077238,0.30493882,16
5,0.5976095617529881,0.07171314741035857,0.6055948,0.30525136,1
