cluster_id,image_count,patient_count,mean_S_R,mean_S_E,mean_probability_drop,weighted_rank_sum,image_coverage,S_h,importance_rank
17,230,149,0.10928632095203046,0.06791077981419537,0.35103682464231617,216.98323360458016,0.9163346613545816,0.8644750342811959,1
28,206,139,0.06331768338961269,0.04826540416287421,0.2727725866015603,197.1881696805358,0.8207171314741036,0.785610237771059,2
19,177,122,0.06229537317304382,0.06404192686754431,0.2899252643208888,176.3264628201723,0.7051792828685259,0.7024958678094514,3
16,191,131,0.05070023189991891,0.045502906895598584,0.25404332427025156,169.60093781910837,0.7609561752988048,0.6757009474864876,4
1,223,147,0.04049287378908586,0.03727398826761564,0.149428443181341,158.26531390100718,0.8884462151394422,0.6305390992071999,5
33,211,136,0.03312438138476071,0.04503319329930849,0.13613373780914392,154.11636148393154,0.8406374501992032,0.614009408302516,6
5,196,135,0.04146425462189357,0.03976639942384838,0.1899323285538323,153.34524894319475,0.7808764940239044,0.6109372467856364,7
40,205,134,0.03542447220415187,0.033956265747092845,0.1828274328897639,150.2023310288787,0.8167330677290837,0.5984156614696362,8
20,138,93,0.059127468173782276,0.07951515002608084,0.3109582347687388,150.0954206287861,0.549800796812749,0.5979897236206617,9
44,226,144,0.030831578963757357,0.03621745852555717,0.10077242793379335,138.22667791694403,0.900398406374502,0.5507038960834424,10
10,197,135,0.03949826791192444,0.027851594973953564,0.18166375385011135,136.81518997997046,0.7848605577689243,0.545080438167213,11
15,176,120,0.047709189808477444,0.036425953431303656,0.2017607360718433,136.63644190505147,0.701195219123506,0.5443682944424362,12
7,176,126,0.043934676484158525,0.033875733030568386,0.22127725687724623,134.91602890193462,0.701195219123506,0.5375140593702574,13
22,129,96,0.053910481261270835,0.07603688317156115,0.27181486617196204,130.91561076045036,0.5139442231075697,0.52157613848785,14
23,176,123,0.033075785055354405,0.048174558990550315,0.16659986228279938,130.8238955885172,0.701195219123506,0.5212107393964828,15
32,192,124,0.023615487356304737,0.04203666535249795,0.13029511282608533,129.79001058638096,0.7649402390438247,0.517091675642952,16
26,150,110,0.04596797502211605,0.04299056358324985,0.2154291168351968,126.80285075306892,0.5976095617529881,0.5051906404504738,17
39,193,131,0.02961538970605241,0.0346371258724809,0.12905033865528556,124.44285595417023,0.7689243027888446,0.49578827073374593,18
11,157,108,0.03305091843063495,0.05708258441845133,0.13283731913858443,120.00194345414639,0.6254980079681275,0.4780953922475952,19
27,192,122,0.028137491635694307,0.02772694057299911,0.10587978533658315,113.00090566836298,0.7649402390438247,0.45020281142774093,20
12,167,109,0.030439600367109066,0.03040119526283202,0.14123755965582624,106.13410031795502,0.6653386454183267,0.4228450211870718,21
24,172,111,0.03337701322726749,0.021845553508217902,0.17830165046765362,105.04139149002731,0.6852589641434262,0.41849159956186177,22
31,192,126,0.02329392698874244,0.023489331020149013,0.11043839039484737,103.18377542309463,0.7649402390438247,0.4110907387374288,23
42,126,84,0.037760688673435495,0.050926265258726386,0.1672497563551934,102.99813564494252,0.50199203187251,0.41035113802765943,24
4,183,124,0.024944266678747603,0.01764177245118457,0.08840162787952872,84.46289423666894,0.7290836653386454,0.3365055547277647,25
2,168,118,0.01840302872368413,0.023055449668650647,0.08015014090397883,82.52320312894881,0.6693227091633466,0.32877770170895937,26
43,179,116,0.026540918501309255,0.011411040251314973,0.11785701227858246,80.18707215134054,0.7131474103585658,0.3194704069774524,27
36,107,78,0.026501283250590264,0.051998034372020545,0.13309414028494715,75.32072928920388,0.4262948207171315,0.3000825868095772,28
38,101,76,0.04459863202804861,0.025832063995652122,0.23034850279293437,72.02921730652452,0.40239043824701193,0.2869689932530857,29
8,213,134,0.007936338048277551,0.02169307853705184,-0.009112372052169321,70.8198801856488,0.848605577689243,0.282150917074298,30
6,129,91,0.03224335115887098,0.018247474229067938,0.1481885856898256,70.73718283511698,0.5139442231075697,0.281821445558235,31
18,192,132,0.022165086985403093,0.01146085311089943,0.049502325625023026,69.625343747437,0.7649402390438247,0.27739180775871314,32
30,226,147,0.005139844820691141,0.020818720017951313,-0.00671189028431818,66.04453675821424,0.900398406374502,0.2631256444550368,33
9,99,78,0.028466678630046763,0.03732084185637609,0.135561766385129,63.828209184110165,0.3944223107569721,0.2542956541199608,34
13,150,103,0.02480883240690067,0.015157935145640901,0.08197765787132084,61.28454002737999,0.5976095617529881,0.24416151405330674,35
41,101,74,0.030248406432634725,0.0259219326371659,0.13333173506515156,61.22399465367198,0.40239043824701193,0.24392029742498797,36
35,59,49,0.06600592264874001,0.06468790185527276,0.27376381869790917,61.065419018268585,0.2350597609561753,0.24328852198513382,37
29,180,124,0.009705248224899302,0.020520804832146192,0.009722027415409683,59.854355975054204,0.7171314741035857,0.2384635696217299,38
34,104,77,0.025442837991599496,0.024638234933193486,0.07685830102015573,55.17709146998823,0.41434262948207173,0.219829049681228,39
0,131,88,0.022642344503890313,0.018375717823301222,0.03961099245592611,52.91405722126365,0.5219123505976095,0.21081297697714602,40
21,149,102,0.011441430567058417,0.018779921178212203,0.04343434775110659,50.65234671998769,0.5936254980079682,0.20180217816728163,41
25,87,73,0.016474650348107456,0.037677963756709947,0.032405806394914784,42.16581269353628,0.3466135458167331,0.16799128563161866,42
3,75,62,0.02949870570523975,0.027091354314858714,0.10475416332483292,42.091060761362314,0.29880478087649404,0.16769346916877417,43
37,40,37,0.02964698842870348,0.02772920558927581,0.1409473958890885,21.02516416274011,0.1593625498007968,0.08376559427386499,44
14,14,10,0.04990085114176119,0.0574489293087806,0.18425837425248964,13.98239254951477,0.055776892430278883,0.05570674322515845,45
