step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.5262961,0.82974076,
1,0.9442231075697212,0.9282868525896414,0.82036257,0.7548546,16
2,0.9442231075697212,0.9442231075697212,0.8341133,0.74827063,4
3,0.9322709163346613,0.9442231075697212,0.8253406,0.74369437,23
4,0.9402390438247012,0.9601593625498008,0.86358523,0.7481309,21
5,0.9482071713147411,0.9482071713147411,0.8654688,0.73732877,28
