step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6972111553784861,0.37947276,0.6713374,
1,0.5298804780876494,0.5338645418326693,0.5429337,0.5473793,11
2,0.5099601593625498,0.4103585657370518,0.530195,0.47385252,5
3,0.5737051792828686,0.4262948207171315,0.5446584,0.4831387,3
4,0.5378486055776892,0.4063745019920319,0.54121673,0.48388115,30
5,0.5776892430278885,0.4541832669322709,0.5587918,0.5042599,14
