cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,3508,153,9.216620120382363,0.09320887192624999
1,2017,157,8.65856543826064,0.06183288755780936
2,2074,134,8.479253118270389,0.05303021084262178
3,2328,144,10.222345339678407,0.14866447284868897
4,3367,157,8.973633836701463,0.054646588589764816
5,2807,156,9.410298969043206,0.07845302183601748
6,3255,157,9.174745740905152,0.09336059617190495
7,507,134,9.07705118811342,0.07690714849287704
8,3011,154,9.719970663217008,0.09277069588429658
9,2192,156,8.351553361128717,0.08392428133609516
