cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,1345,108,9.36365829063614,0.1115517002942393
1,1661,157,8.269722051178382,0.06216647006315609
2,1014,77,9.540072967314861,0.085972799116808
3,1895,146,8.380731119140785,0.053658848261770246
4,1540,135,7.839709959401713,0.05279664126309478
5,2068,157,8.884650743906917,0.10192650475861713
6,1053,141,7.552652217270868,0.051352596011256864
7,1534,155,8.708445420631996,0.0848708544436458
8,2692,157,8.549906389142924,0.09121334393346818
9,632,143,8.47393683617628,0.07800297193889374
10,1411,155,9.103080119586515,0.09763749012450301
11,1262,153,8.74289340942673,0.09573356700963712
12,1184,142,8.664296038247443,0.05820766655174458
13,2303,146,9.250335847611952,0.12019365205487317
14,1757,154,8.140549988928477,0.08260411678828765
