cluster_id,image_count,patient_count,mean_S_R,mean_S_E,mean_probability_drop,weighted_rank_sum,image_coverage,S_h,importance_rank
7,244,155,0.0978831470443974,0.08556519798384826,0.014078060653610308,193.8220705576241,0.9721115537848606,0.7721994842933231,1
5,250,157,0.08897645680786809,0.08503749975562096,0.019055009819567204,171.8838669322431,0.9960159362549801,0.6847962825985782,2
10,241,155,0.06742032644574635,0.0850859372664042,-0.01237748465906535,164.66427892446518,0.9601593625498008,0.6560329837628095,3
9,222,143,0.061948784522666084,0.0863132445594749,-0.018664182655131527,147.7026813402772,0.8844621513944223,0.5884568977700286,4
13,226,146,0.08421934491517413,0.07660285600222054,-0.011932340903883487,141.46382036432624,0.900398406374502,0.5636008779455228,5
12,226,142,0.08009234728820651,0.07592965623742975,0.0104669834017358,135.39294189959764,0.900398406374502,0.5394141111537755,6
8,250,157,0.05993428370216861,0.07404520139843225,-0.012155217915773392,134.84466520696878,0.9960159362549801,0.5372297418604334,7
1,250,157,0.0586233137936797,0.07643855745345354,-0.02743478327989578,130.6118483170867,0.9960159362549801,0.5203659295501462,8
3,226,146,0.06936549341512908,0.0738951479274351,-0.021376851979082664,126.80998368188739,0.900398406374502,0.5052190584935753,9
14,247,154,0.05886130304399101,0.07328353953445971,-0.013691259646102003,124.9907195828855,0.9840637450199203,0.4979709943541255,10
11,244,153,0.06788637540417677,0.06688937752080135,-0.023424403894631587,124.3893958479166,0.9721115537848606,0.49557528226261593,11
4,218,135,0.0874899493892455,0.06346440771509201,-0.001642065310696943,118.94464018568397,0.8685258964143426,0.47388302862822296,12
0,160,108,0.07483265122573357,0.08133473298512399,-0.024787216493859888,108.15737693756819,0.6374501992031872,0.4309058842134191,13
6,223,141,0.038938231757088174,0.05351432085855793,-0.032184528128448624,75.39494824409485,0.8884462151394422,0.3003782798569516,14
2,90,77,0.07320833244335113,0.07997044761561685,0.008905604233344395,59.791800159960985,0.35856573705179284,0.23821434326677685,15
