cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,2944,134,8.017004425272994,0.07707694561585131
1,3327,157,7.909807740799973,0.07523458427518628
2,2641,128,7.965942514976377,0.06847263583176423
3,1921,151,8.025301087591439,0.05851408617376098
4,2360,154,8.042789282637127,0.07727665982003934
5,2719,150,7.672102972706173,0.06689899692907185
6,2437,148,8.4452234551121,0.06586785486696385
7,2107,156,9.140419183775435,0.07342809560347573
8,2017,151,7.27823558276871,0.04766754922029929
9,3197,155,7.239488193606227,0.05916302406232279
10,1663,133,8.964401641095609,0.061426092756848225
11,1883,112,9.35158984735806,0.0740037068241907
12,2697,148,8.367434991745318,0.06606937276905976
13,2406,141,9.540532755435553,0.07590388696786268
14,2688,145,7.868014383174124,0.07603704219772697
