step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6972111553784861,0.37947276,0.6713374,
1,0.3944223107569721,0.5378486055776892,0.5324857,0.5530871,10
2,0.4820717131474104,0.43824701195219123,0.5108234,0.5041999,4
3,0.47808764940239046,0.36254980079681276,0.51088434,0.4594813,43
4,0.5059760956175299,0.398406374501992,0.5301939,0.46020055,9
5,0.5896414342629482,0.3784860557768924,0.57909834,0.45482194,30
