cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,59,7,10.630992776256496,0.07480380923555863
1,77,6,10.228120803833008,0.08342892757752453
2,49,3,9.85071409965048,0.0773916629789671
3,55,6,10.416581691395153,0.06408098040352504
4,80,5,9.954067975282669,0.07680066167091837
5,27,1,9.605597955209237,0.06719089545540438
6,69,8,11.260218343872955,0.05781186455560485
7,92,10,11.00617125759954,0.08520529475377107
8,89,7,10.587523503249951,0.08178806108117405
9,50,9,11.389085159301757,0.0603352200255102
10,44,5,9.486351511695169,0.060678683760435996
11,44,5,10.469786860726096,0.07808423440398887
12,12,1,10.7005828221639,0.07187034970238095
13,62,3,11.131398424025505,0.0712546674415734
14,70,8,10.148473562513079,0.05942567875364432
15,80,10,9.292254209518433,0.05129294882015306
16,46,3,7.5910375636556875,0.0685608397570985
17,66,9,9.662862040779807,0.05791643717145949
18,63,9,10.832155000595819,0.07515988166099774
19,31,6,10.453238948698967,0.06531268001152074
20,48,5,9.386939177910486,0.04960746505633504
21,58,6,10.39007782113963,0.07778378727568613
22,56,3,10.523967112813677,0.0844139343795554
23,71,4,11.014600458279462,0.07901650977292325
24,89,10,10.668008825752173,0.07042849618780096
