cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,928,137,7.8956648147311705,0.04817834804797991
1,1766,141,9.220190130300727,0.1393697205108262
2,1143,140,9.013126110050205,0.09216714093065631
3,1259,147,8.518892332899656,0.09106567116177579
4,1239,130,7.62816702886586,0.053005116903752994
5,1049,142,8.605754119993051,0.05827623190938911
6,1671,154,8.306196514965174,0.08734501142975525
7,623,142,8.436347705020568,0.07794054744714334
8,1029,151,8.592529925706899,0.09589456052196263
9,1455,143,8.673121575555442,0.09217728290361221
10,1172,106,9.346249866811082,0.10730862536121141
11,1423,153,8.768283923746244,0.057930842471307004
12,1563,143,8.421231261904394,0.05923595904388717
13,861,75,9.556269882724953,0.08400300986260067
14,1285,149,8.71157395923184,0.08861578262269723
15,797,129,8.827569633684913,0.1900552297326522
16,909,147,8.434570274206147,0.056824473264587165
17,764,119,7.3158922888221545,0.053158984758466914
18,1129,148,7.862492976936226,0.08290476499140205
19,1286,155,8.047495971386022,0.057176263669786676
