step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6653386454183267,0.47370392,0.65435153,
1,0.32669322709163345,0.3346613545816733,0.45018744,0.3978665,6
2,0.3386454183266932,0.24701195219123506,0.43344316,0.32696232,12
3,0.3545816733067729,0.21912350597609562,0.4395419,0.30196992,0
4,0.3545816733067729,0.18326693227091634,0.4291601,0.29247412,2
5,0.3545816733067729,0.15139442231075698,0.41990262,0.2788648,5
