cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,2032,153,9.08020492684184,0.09151816555834186
1,2255,152,9.092320548351482,0.061160164978974633
2,1741,157,8.539199389786916,0.06166071401527046
3,1109,127,9.40185558097227,0.14335629916384582
4,857,94,9.736248267851465,0.07436066386023642
5,1801,156,8.212781718411359,0.08403532376625611
6,2026,142,10.182424561292493,0.14615209340343113
7,1427,122,8.34207134039651,0.053541695394963715
8,489,132,9.004644493383864,0.0769541531740278
9,1056,149,8.973215868978789,0.05919820612127127
10,1728,143,8.269407806021196,0.050716623112007385
11,1455,134,9.161673979415108,0.056851453223998566
12,1696,157,9.04749180320299,0.09497870139355923
13,2873,150,8.989749657995727,0.09092377537515901
14,2521,154,9.567632242026475,0.09819548870542127
