step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.5262961,0.82974076,
1,0.9043824701195219,0.9721115537848606,0.8311182,0.7072465,28
2,0.9083665338645418,0.9721115537848606,0.839451,0.70092005,26
3,0.9123505976095617,0.9601593625498008,0.841797,0.6953178,2
4,0.9043824701195219,0.952191235059761,0.83789694,0.6938103,18
5,0.9163346613545816,0.9561752988047809,0.8461945,0.6931596,12
