step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.6205272,0.78180254,
1,0.8884462151394422,0.9322709163346613,0.7193332,0.77962947,23
2,0.852589641434263,0.8924302788844621,0.7127439,0.7377028,39
3,0.9322709163346613,0.8764940239043825,0.74805295,0.7200148,29
4,0.9402390438247012,0.8645418326693227,0.7557885,0.7097841,9
5,0.9362549800796812,0.8167330677290837,0.7434983,0.692386,14
