cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,4115,141,10.682902827210734,0.07808768827454572
1,5134,156,8.273257405274007,0.06521399586777483
2,3497,156,8.524029492854662,0.06242567067286744
3,3550,144,8.118163739190974,0.07282452113191841
4,3732,147,8.22852799772322,0.0718312605912023
5,3649,140,9.300780195574395,0.07128367968930642
6,4051,157,8.911347436069176,0.0794493751271628
7,3928,144,9.145996632255507,0.0675952789011409
8,3250,156,9.950422334084145,0.07589198772723854
9,2839,154,7.9096443759761,0.051896880318808576
