step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6972111553784861,0.37947276,0.6713374,
1,0.27091633466135456,0.50199203187251,0.42455384,0.5391553,0
2,0.5896414342629482,0.43824701195219123,0.6178572,0.485148,4
3,0.6414342629482072,0.4302788844621514,0.63737684,0.47667053,1
4,0.7370517928286853,0.4103585657370518,0.68594056,0.46188056,15
5,0.7290836653386454,0.41832669322709165,0.674012,0.46532056,19
