step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.6205272,0.78180254,
1,0.9920318725099602,0.896414342629482,0.7852177,0.77474153,23
2,0.9362549800796812,0.8844621513944223,0.7500101,0.7569205,27
3,0.9561752988047809,0.8685258964143426,0.76295805,0.7331,30
4,0.9203187250996016,0.848605577689243,0.7436895,0.71179205,24
5,0.9243027888446215,0.8286852589641435,0.7438861,0.6983793,44
