cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,583,90,8.477724406567896,0.05974146350579233
1,739,90,8.897136883742109,0.09730576759100923
2,809,116,8.668288912849757,0.09064531267352388
3,647,101,9.23123592644976,0.16285311125529783
4,910,139,8.125075412582564,0.09325783278915901
5,653,142,8.981196028167584,0.09216730371916271
6,647,119,8.268228348845492,0.045347700163238344
7,1154,113,9.212691535156356,0.10748940571961818
8,931,146,8.488823446628231,0.059146332049344164
9,1029,151,7.839149148865043,0.08324470927810293
10,679,129,7.961516739166889,0.05756214124991366
11,861,145,8.745402832341387,0.08428287838394213
12,846,134,8.962742296516472,0.08721856642558497
13,836,117,10.098262264397727,0.15939754504336118
14,814,125,8.894249282246433,0.05684357251816354
15,1129,144,8.207119591580332,0.08548878145175655
16,790,155,8.739754336393332,0.0559076091911219
17,646,120,8.918842503899022,0.08646796731387862
18,733,107,7.769217712980013,0.05330061554746116
19,625,129,9.075067152404785,0.05291940917968747
20,570,132,8.597946412103218,0.052493419981839325
21,443,133,9.371492248087382,0.07276382618510155
22,479,127,7.9581917272977885,0.05384862497604462
23,463,102,7.398308652008584,0.04959917171470028
24,747,147,7.882808227615663,0.056090731537804826
25,813,129,9.639714149531404,0.09356330505596311
26,365,116,8.591120139866659,0.07822088999290987
27,498,75,9.462822881568387,0.07065304216132103
28,499,133,8.815317413849916,0.09760084897578353
29,867,103,9.44273610648537,0.1148549512183377
30,444,75,9.005634611791319,0.05358657321414428
31,318,8,9.02904802298396,0.06917495247702923
32,734,83,9.481084763191701,0.09151097019621716
33,1023,86,9.84934889233124,0.13477931390876055
34,742,124,8.824900589863246,0.09188058241358338
