step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6653386454183267,0.47370392,0.65435153,
1,0.3107569721115538,0.3745019920318725,0.45943657,0.41107827,25
2,0.3346613545816733,0.24701195219123506,0.4291051,0.3237257,5
3,0.3665338645418327,0.22310756972111553,0.44131765,0.3131217,11
4,0.3745019920318725,0.17131474103585656,0.44558257,0.28940892,28
5,0.3107569721115538,0.1553784860557769,0.42123905,0.27488005,4
