step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6653386454183267,0.47370392,0.65435153,
1,0.28286852589641437,0.3904382470119522,0.4400992,0.4179966,12
2,0.29880478087649404,0.250996015936255,0.41365612,0.32304025,4
3,0.27091633466135456,0.1952191235059761,0.39918372,0.29581636,20
4,0.2868525896414343,0.17131474103585656,0.39681026,0.29284132,0
5,0.3545816733067729,0.17131474103585656,0.40657622,0.2874814,27
