step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.5262961,0.82974076,
1,0.848605577689243,0.8884462151394422,0.6708963,0.8044318,6
2,0.9840637450199203,0.9243027888446215,0.88699305,0.82388693,2
3,0.9721115537848606,0.9282868525896414,0.8654572,0.82664305,5
4,0.9721115537848606,0.9482071713147411,0.86327106,0.81677246,1
5,0.9840637450199203,0.9561752988047809,0.8509684,0.8144252,3
