cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,1012,127,10.277054353193803,0.15439320741434814
1,575,81,9.590759061730425,0.07145978181258492
2,1028,127,7.825263663024754,0.05280879128303973
3,1346,153,8.79928834193883,0.0872662956611894
4,1323,147,8.322063954238718,0.08373055490506749
5,570,110,7.556296328494423,0.050332527829889666
6,1382,134,8.998462152550086,0.0915425296457735
7,1020,135,9.01268832730312,0.09070196338728362
8,775,108,9.352040144397366,0.14757498464276714
9,1059,136,8.992788128407076,0.05565365943512453
10,1670,131,9.366876179586628,0.11935014781837691
11,746,142,8.833180657660353,0.057656485018078185
12,477,131,8.96781470140821,0.0772025150323064
13,1193,126,9.508008781043003,0.0941811791009895
14,1048,134,8.662724421224521,0.0662629040142962
15,1323,148,9.14772449581351,0.06131011144013812
16,1136,154,7.915175406445919,0.08255905836400851
17,1031,147,8.856001163893366,0.09122054121311605
18,544,90,8.975364629836644,0.05513210857615752
19,905,113,8.641442115003892,0.0590301597974577
20,1176,155,8.230105755280475,0.05683610552833194
21,810,94,8.987726367550131,0.09746667367440683
22,1150,101,9.773544777165288,0.11253651494565217
23,876,136,8.300964835027582,0.048382497813603646
24,891,151,8.857495954943827,0.09693525937269834
