step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,0.0,0.6653386454183267,0.47370392,0.65435153,
1,0.1553784860557769,0.4063745019920319,0.34897327,0.43175018,17
2,0.2589641434262948,0.2549800796812749,0.36681294,0.3539427,24
3,0.3545816733067729,0.18725099601593626,0.4421834,0.29880986,0
4,0.3784860557768924,0.17131474103585656,0.43436363,0.29688376,20
5,0.350597609561753,0.1593625498007968,0.4377747,0.29196867,6
