step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.6205272,0.78180254,
1,0.9641434262948207,0.896414342629482,0.78578836,0.7716466,4
2,0.8764940239043825,0.8924302788844621,0.7077163,0.74836457,0
3,0.8645418326693227,0.8247011952191236,0.6869447,0.70230854,2
4,0.8804780876494024,0.8087649402390438,0.6990376,0.6879478,9
5,0.8764940239043825,0.8087649402390438,0.6970053,0.6799723,5
