cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,731,62,9.528993540031966,0.08592251257107131
1,1073,139,8.464617535430254,0.09103407419849975
2,674,116,7.2474933165824735,0.05368656645189053
3,896,127,8.714829775371722,0.0551248916557857
4,1426,152,8.272831911458875,0.08753547026432246
5,831,137,7.714314903162877,0.04798398436765522
6,585,69,8.657072493561312,0.09828814645098825
7,1582,135,9.152838324475681,0.14939801280025283
8,733,124,8.75575656357436,0.19633432885309196
9,826,148,8.333270875362738,0.0553322346389438
10,612,142,8.385763075616625,0.07798079571692772
11,1046,147,7.806915304173019,0.08242706678109689
12,994,140,7.952328716965028,0.06064680548500967
13,730,133,8.910703254072633,0.08314149934951573
14,1198,144,8.509854477514608,0.09222074263481943
15,1054,146,8.619297846897277,0.08744097208388617
16,1252,154,8.710681418641308,0.057510988400005306
17,992,135,8.88214671275308,0.08890037382802655
18,903,148,8.56351148356103,0.09655058344337235
19,1012,113,9.021807294118075,0.10555472769756091
20,489,53,9.397118045752277,0.09536126883727154
21,814,139,8.653968214110016,0.05667073017842061
22,841,149,7.8242705279383165,0.05778217655866807
23,986,154,8.119480365671928,0.06025758089448569
24,1071,121,7.549036726341639,0.05232154354661787
