step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.5262961,0.82974076,
1,0.8645418326693227,0.8764940239043825,0.666719,0.8023848,9
2,0.9442231075697212,0.9203187250996016,0.75754637,0.8095664,1
3,0.9243027888446215,0.9043824701195219,0.75625813,0.79101443,16
4,0.9760956175298805,0.9282868525896414,0.8610018,0.81228733,10
5,0.9601593625498008,0.9322709163346613,0.85216004,0.81656283,13
