step,ssc_accuracy,sdc_accuracy,mean_ssc_probability,mean_sdc_probability,cluster_added_or_removed
0,1.0,0.8804780876494024,0.6205272,0.78180254,
1,0.9601593625498008,0.9083665338645418,0.78795093,0.7804556,22
2,0.952191235059761,0.8924302788844621,0.77046704,0.7484464,29
3,0.9402390438247012,0.848605577689243,0.77341986,0.720567,14
4,0.9561752988047809,0.8207171314741036,0.7695721,0.6899269,24
5,0.9482071713147411,0.8087649402390438,0.76380354,0.6796067,28
