cluster_id,candidate_count,patient_count,mean_distance,mean_area_ratio
0,1305,146,7.927117954268766,0.08160157770032621
1,1077,101,9.686565444772732,0.07290159914376228
2,1354,141,7.344583374358702,0.06314109452894198
3,1415,125,7.105663943543451,0.0710038606353867
4,1295,118,8.08439985996968,0.06518544082936169
5,1562,110,7.7828783491356885,0.0767896752351377
6,1313,105,7.645360355783944,0.07533161311501864
7,966,140,8.408966360625273,0.0814916322443549
8,1736,144,7.093621883249503,0.056128238203338725
9,1199,151,7.296614115590151,0.06369316031079769
10,1086,149,9.19296946314817,0.0708964015897466
11,765,138,8.95958494547925,0.06526473300908901
12,1004,117,8.68478911758894,0.058901289069795
13,653,49,9.274695786363681,0.07127660193450597
14,1503,134,8.136552517840803,0.05825232824958802
15,1146,89,8.507069013505706,0.07734359621377511
16,1240,133,8.786670814406488,0.0818039432648689
17,1389,81,7.787723528214545,0.06593385645603425
18,1148,129,9.037095597396744,0.0747274338991384
19,1053,123,7.39999801186528,0.06162026487750768
20,997,92,9.052373338008715,0.07618158966033839
21,869,73,9.379655544447816,0.07409336103257151
22,1594,147,7.703405793069148,0.07331557854206076
23,1439,150,7.61999519638422,0.07694036021176268
24,1978,142,7.747882906419081,0.07338722506716949
25,1048,139,8.178151373644821,0.04881187613683798
26,1018,117,8.233511485378962,0.05924389357651142
27,1382,148,7.002336405465641,0.0462836446361845
28,1000,146,7.395921917438507,0.06258229064941402
29,1473,146,7.870467177881162,0.07577317309719477
